category_all_arts-mace_label	category_all_arts-mace_label_distribution	category_all_beauty-mace_label	category_all_beauty-mace_label_distribution	category_all_books-mace_label	category_all_books-mace_label_distribution	category_all_business-mace_label	category_all_business-mace_label_distribution	category_all_family-mace_label	category_all_family-mace_label_distribution	category_all_finance-mace_label	category_all_finance-mace_label_distribution	category_all_games-mace_label	category_all_games-mace_label_distribution	category_all_gastronomy-mace_label	category_all_gastronomy-mace_label_distribution	category_all_health-mace_label	category_all_health-mace_label_distribution	category_all_lifestyle-mace_label	category_all_lifestyle-mace_label_distribution	category_all_other-mace_label	category_all_other-mace_label_distribution	category_all_politics-mace_label	category_all_politics-mace_label_distribution	category_all_religion-mace_label	category_all_religion-mace_label_distribution	category_all_sports-mace_label	category_all_sports-mace_label_distribution	category_all_style-mace_label	category_all_style-mace_label_distribution	category_all_travel-mace_label	category_all_travel-mace_label_distribution	category_most_index-mace_label	category_most_index-mace_label_distribution	classify_account-mace_label	classify_account-mace_label_distribution	user_id
n	{'n': 0.9999999025987927, 'y': 9.74012073441933e-08}	y	{'y': 0.9999999814426384, 'n': 1.8557361567091832e-08}	n	{'n': 0.9999999999989428, 'y': 1.0571297529172554e-12}	n	{'n': 0.9999999996764536, 'y': 3.2354637206579465e-10}	n	{'n': 0.999999999970287, 'y': 2.971298176472104e-11}	n	{'n': 0.9999999999998673, 'y': 1.3276580793674772e-13}	n	{'n': 0.9999999999998924, 'y': 1.0763668809433402e-13}	n	{'n': 0.9999999999974107, 'y': 2.589215989126738e-12}	n	{'n': 0.9999999998208229, 'y': 1.7917720766701194e-10}	n	{'n': 0.9999999999999887, 'y': 1.1234807192121759e-14}	n	{'n': 0.9976876313178207, 'y': 0.0023123686821792766}	n	{'n': 0.9999999999883363, 'y': 1.1663652050215878e-11}	n	{'n': 0.9999999999998704, 'y': 1.2954052259500422e-13}	n	{'n': 0.9999999999977438, 'y': 2.2561901078706885e-12}	n	{'n': 0.9667218184937073, 'y': 0.03327818150629274}	y	{'y': 0.9999992107770025, 'n': 7.892229975633254e-07}	style	{'style': 0.9507847833260191, 'beauty': 0.047613461973522016, 'arts': 0.00013347955837157035, 'family': 0.00013347955837157035, 'travel': 0.00013347955837157035, 'games': 0.00013347955837157035, 'science and technology': 0.00013347955837157035, 'books': 0.00013347955837157035, 'gastronomy': 0.00013347955837157035, 'health': 0.00013347955837157035, 'sports': 0.00013347955837157035, 'business': 0.00013347955837157035, 'other': 0.00013347955837157035, 'politics': 0.00013347955837157035}	promoting	{'promoting': 0.9999976646726891, 'personal': 1.746860943084294e-06, 'missing': 2.9495927246534137e-07, 'non_english': 2.9350709539310273e-07}	882695537073545216
y	{'y': 0.9306982827744401, 'n': 0.06930171722555985}	y	{'y': 0.5005493096478395, 'n': 0.4994506903521605}	n	{'n': 0.9985149585322489, 'y': 0.0014850414677511155}	n	{'n': 0.9985196145137263, 'y': 0.001480385486273702}	n	{'n': 0.5837553070856575, 'y': 0.4162446929143424}	n	{'n': 0.9985336272180992, 'y': 0.0014663727819008508}	n	{'n': 0.9985301876458949, 'y': 0.0014698123541051465}	n	{'n': 0.8766646106754871, 'y': 0.12333538932451285}	n	{'n': 0.9628317970081725, 'y': 0.0371682029918276}	n	{'n': 0.9825563094405384, 'y': 0.017443690559461614}	n	{'n': 0.5309397833455577, 'y': 0.46906021665444225}	n	{'n': 0.9984780184482928, 'y': 0.0015219815517071747}	n	{'n': 0.9985346852117988, 'y': 0.0014653147882012542}	n	{'n': 0.9980638418744779, 'y': 0.001936158125521983}	n	{'n': 0.571872133904665, 'y': 0.4281278660953351}	y	{'y': 0.5005599309110225, 'n': 0.49944006908897753}	arts	{'arts': 0.5285381178705361, 'family': 0.03626629862534336, 'travel': 0.03626629862534336, 'style': 0.03626629862534336, 'games': 0.03626629862534336, 'science and technology': 0.03626629862534336, 'books': 0.03626629862534336, 'gastronomy': 0.03626629862534336, 'health': 0.03626629862534336, 'sports': 0.03626629862534336, 'beauty': 0.03626629862534336, 'business': 0.03626629862534336, 'other': 0.03626629862534336, 'politics': 0.03626629862534336}	non_english	{'non_english': 0.9999999992120407, 'promoting': 3.06773095648334e-10, 'personal': 2.4064886913237716e-10, 'missing': 2.4053740778874136e-10}	868157498892533760
y	{'y': 0.9996581251035837, 'n': 0.0003418748964163491}	n	{'n': 0.9999999991381551, 'y': 8.618449216132015e-10}	n	{'n': 0.9999999853502911, 'y': 1.4649708891909631e-08}	n	{'n': 0.9999978267182589, 'y': 2.173281741009377e-06}	n	{'n': 0.9999999949293886, 'y': 5.070611344980287e-09}	n	{'n': 0.9999999999903318, 'y': 9.668156870722704e-12}	n	{'n': 0.999999999999863, 'y': 1.3692990461064723e-13}	n	{'n': 0.9999999999501438, 'y': 4.985622987276157e-11}	n	{'n': 0.9999999997926297, 'y': 2.0737030478580806e-10}	n	{'n': 0.9999999999998558, 'y': 1.4428599253415705e-13}	y	{'y': 0.9984404319832384, 'n': 0.0015595680167616206}	n	{'n': 0.9999999999859218, 'y': 1.4078192339569202e-11}	n	{'n': 0.99999999999985, 'y': 1.5002992201257966e-13}	n	{'n': 0.9999999999980347, 'y': 1.9652874494094417e-12}	n	{'n': 0.9999999286413885, 'y': 7.135861142611421e-08}	y	{'y': 0.9999511210568192, 'n': 4.8878943180962384e-05}	arts	{'arts': 0.9963380392164749, 'travel': 0.0023662850330169495, 'other': 0.0011196886320810823, 'family': 1.5998828947930025e-05, 'style': 1.5998828947930025e-05, 'games': 1.5998828947930025e-05, 'science and technology': 1.5998828947930025e-05, 'books': 1.5998828947930025e-05, 'gastronomy': 1.5998828947930025e-05, 'health': 1.5998828947930025e-05, 'sports': 1.5998828947930025e-05, 'beauty': 1.5998828947930025e-05, 'business': 1.5998828947930025e-05, 'politics': 1.5998828947930025e-05}	promoting	{'promoting': 0.9999989681576458, 'personal': 5.188747312265227e-07, 'non_english': 2.8587285863331345e-07, 'missing': 2.2709476439093173e-07}	922792407929942017
n	{'n': 0.9238222387764594, 'y': 0.07617776122354054}	n	{'n': 0.6719491004623472, 'y': 0.32805089953765276}	n	{'n': 0.9238342171150886, 'y': 0.07616578288491135}	n	{'n': 0.9176803052891509, 'y': 0.08231969471084913}	n	{'n': 0.8960276032884991, 'y': 0.10397239671150099}	n	{'n': 0.916632591965845, 'y': 0.083367408034155}	n	{'n': 0.9238342829165175, 'y': 0.07616571708348252}	n	{'n': 0.9238262786236465, 'y': 0.07617372137635343}	n	{'n': 0.9238323397339192, 'y': 0.07616766026608088}	n	{'n': 0.923834114142173, 'y': 0.07616588585782702}	n	{'n': 0.6831381494085468, 'y': 0.3168618505914531}	n	{'n': 0.9178360259348213, 'y': 0.08216397406517875}	n	{'n': 0.9238322074730289, 'y': 0.07616779252697115}	n	{'n': 0.9238162655924151, 'y': 0.07618373440758477}	n	{'n': 0.9086588071508763, 'y': 0.0913411928491237}	y	{'y': 0.8309274346014801, 'n': 0.16907256539851995}	travel	{'travel': 0.500557551658129, 'arts': 0.03841864987245165, 'family': 0.03841864987245165, 'style': 0.03841864987245165, 'games': 0.03841864987245165, 'science and technology': 0.03841864987245165, 'books': 0.03841864987245165, 'gastronomy': 0.03841864987245165, 'health': 0.03841864987245165, 'sports': 0.03841864987245165, 'beauty': 0.03841864987245165, 'business': 0.03841864987245165, 'other': 0.03841864987245165, 'politics': 0.03841864987245165}	non_english	{'non_english': 0.9999978489988973, 'promoting': 1.017749371741139e-06, 'personal': 5.666258654896813e-07, 'missing': 5.666258654896813e-07}	978788212268257281
y	{'y': 0.9982364519870546, 'n': 0.001763548012945575}	n	{'n': 0.9940127582777042, 'y': 0.0059872417222957665}	n	{'n': 0.9999994482333129, 'y': 5.517666872282313e-07}	n	{'n': 0.9999493333986883, 'y': 5.066660131176613e-05}	n	{'n': 0.9999874190418387, 'y': 1.258095816126616e-05}	n	{'n': 0.9999994520234293, 'y': 5.479765707319631e-07}	n	{'n': 0.9999994533749819, 'y': 5.466250181485893e-07}	n	{'n': 0.999999121461414, 'y': 8.785385860523282e-07}	n	{'n': 0.9999940856208984, 'y': 5.914379101582859e-06}	n	{'n': 0.999999417292262, 'y': 5.827077378866117e-07}	n	{'n': 0.9998027922393485, 'y': 0.00019720776065155224}	n	{'n': 0.9999950740658031, 'y': 4.9259341968752574e-06}	n	{'n': 0.9999994528202268, 'y': 5.471797731469251e-07}	n	{'n': 0.9999992349790021, 'y': 7.65020997905909e-07}	n	{'n': 0.9999596963106816, 'y': 4.030368931831877e-05}	n	{'n': 0.9993373300548497, 'y': 0.0006626699451503256}	arts	{'arts': 0.9999053785129874, 'family': 7.278575924033089e-06, 'travel': 7.278575924033089e-06, 'style': 7.278575924033089e-06, 'games': 7.278575924033089e-06, 'science and technology': 7.278575924033089e-06, 'books': 7.278575924033089e-06, 'gastronomy': 7.278575924033089e-06, 'health': 7.278575924033089e-06, 'sports': 7.278575924033089e-06, 'beauty': 7.278575924033089e-06, 'business': 7.278575924033089e-06, 'other': 7.278575924033089e-06, 'politics': 7.278575924033089e-06}	promoting	{'promoting': 0.9999994876197352, 'personal': 1.7079342158027792e-07, 'missing': 1.7079342158027792e-07, 'non_english': 1.7079342158027792e-07}	935761817120501762
n	{'n': 0.9997637100047844, 'y': 0.00023628999521561357}	y	{'y': 0.7973692085242605, 'n': 0.20263079147573945}	n	{'n': 0.9999998967479641, 'y': 1.0325203592086676e-07}	n	{'n': 0.9999916724976097, 'y': 8.327502390322918e-06}	n	{'n': 0.9999743295061937, 'y': 2.5670493806307463e-05}	n	{'n': 0.9999998831765484, 'y': 1.1682345162182099e-07}	n	{'n': 0.99999980720386, 'y': 1.9279614007835696e-07}	n	{'n': 0.9999976158303788, 'y': 2.384169621143497e-06}	n	{'n': 0.9999997719150862, 'y': 2.2808491381605266e-07}	n	{'n': 0.9999999021472104, 'y': 9.785278968760014e-08}	n	{'n': 0.7698515481315898, 'y': 0.23014845186841018}	n	{'n': 0.9999990762818143, 'y': 9.237181857274405e-07}	n	{'n': 0.9999999091489019, 'y': 9.085109810574878e-08}	n	{'n': 0.9999998802697878, 'y': 1.197302122110445e-07}	y	{'y': 0.9997982739973332, 'n': 0.00020172600266674204}	n	{'n': 0.9995496979449369, 'y': 0.00045030205506309956}	style	{'style': 0.9997985636505069, 'arts': 1.5495103807189254e-05, 'family': 1.5495103807189254e-05, 'travel': 1.5495103807189254e-05, 'games': 1.5495103807189254e-05, 'science and technology': 1.5495103807189254e-05, 'books': 1.5495103807189254e-05, 'gastronomy': 1.5495103807189254e-05, 'health': 1.5495103807189254e-05, 'sports': 1.5495103807189254e-05, 'beauty': 1.5495103807189254e-05, 'business': 1.5495103807189254e-05, 'other': 1.5495103807189254e-05, 'politics': 1.5495103807189254e-05}	promoting	{'promoting': 0.9975601223277796, 'personal': 0.0012986791348129174, 'missing': 0.0005725451085880017, 'non_english': 0.0005686534288196347}	922543407632912386
	{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'arts': 0.07142857142857145, 'family': 0.07142857142857145, 'travel': 0.07142857142857145, 'style': 0.07142857142857145, 'games': 0.07142857142857145, 'science and technology': 0.07142857142857145, 'books': 0.07142857142857145, 'gastronomy': 0.07142857142857145, 'health': 0.07142857142857145, 'sports': 0.07142857142857145, 'beauty': 0.07142857142857145, 'business': 0.07142857142857145, 'other': 0.07142857142857145, 'politics': 0.07142857142857145}	missing	{'missing': 0.9999998664674112, 'personal': 4.451086293255721e-08, 'non_english': 4.451086293255721e-08, 'promoting': 4.451086293255721e-08}	976552582582886400
n	{'n': 0.9161599504830517, 'y': 0.08384004951694839}	n	{'n': 0.795851559182332, 'y': 0.20414844081766798}	n	{'n': 0.996627145216389, 'y': 0.0033728547836110196}	n	{'n': 0.9963815415821615, 'y': 0.003618458417838435}	n	{'n': 0.7117065092309753, 'y': 0.2882934907690247}	n	{'n': 0.9978221008577288, 'y': 0.002177899142271174}	n	{'n': 0.9982005936213388, 'y': 0.0017994063786611596}	n	{'n': 0.9967062264878355, 'y': 0.0032937735121645415}	n	{'n': 0.9717527019378781, 'y': 0.028247298062121902}	n	{'n': 0.9980611309000577, 'y': 0.0019388690999423293}	y	{'y': 0.7499284781476906, 'n': 0.2500715218523094}	n	{'n': 0.8687393346547322, 'y': 0.13126066534526787}	n	{'n': 0.9763797219294537, 'y': 0.023620278070546306}	n	{'n': 0.9333809516377896, 'y': 0.06661904836221048}	y	{'y': 0.7202946536727864, 'n': 0.27970534632721344}	n	{'n': 0.9808472235731809, 'y': 0.019152776426819198}	other	{'other': 0.29757028130650676, 'style': 0.056646788654606255, 'arts': 0.05381524416990726, 'family': 0.05381524416990726, 'travel': 0.05381524416990726, 'games': 0.05381524416990726, 'science and technology': 0.05381524416990726, 'books': 0.05381524416990726, 'gastronomy': 0.05381524416990726, 'health': 0.05381524416990726, 'sports': 0.05381524416990726, 'beauty': 0.05381524416990726, 'business': 0.05381524416990726, 'politics': 0.05381524416990726}	promoting	{'promoting': 0.5694335234304839, 'personal': 0.2733742772387978, 'missing': 0.0785960996653592, 'non_english': 0.0785960996653592}	994598044913070081
n	{'n': 0.8999069417105874, 'y': 0.10009305828941262}	n	{'n': 0.513863005235728, 'y': 0.48613699476427186}	n	{'n': 0.9962638877566725, 'y': 0.0037361122433275454}	n	{'n': 0.9962417507234271, 'y': 0.0037582492765728874}	y	{'y': 0.5312053346452692, 'n': 0.4687946653547308}	n	{'n': 0.9963043700802551, 'y': 0.0036956299197449852}	n	{'n': 0.9963316101070383, 'y': 0.0036683898929616345}	n	{'n': 0.8714141730843591, 'y': 0.12858582691564086}	n	{'n': 0.9628898357599112, 'y': 0.037110164240088846}	n	{'n': 0.9963258699984014, 'y': 0.003674130001598552}	n	{'n': 0.5040555375214452, 'y': 0.4959444624785548}	n	{'n': 0.7604414063845963, 'y': 0.2395585936154037}	n	{'n': 0.9578849722040805, 'y': 0.04211502779591941}	n	{'n': 0.7031223738232721, 'y': 0.2968776261767278}	n	{'n': 0.7948805997491495, 'y': 0.2051194002508505}	n	{'n': 0.8828003962904266, 'y': 0.11719960370957341}	family	{'family': 0.07471588594740913, 'arts': 0.07117570108096855, 'travel': 0.07117570108096855, 'style': 0.07117570108096855, 'games': 0.07117570108096855, 'science and technology': 0.07117570108096855, 'books': 0.07117570108096855, 'gastronomy': 0.07117570108096855, 'health': 0.07117570108096855, 'sports': 0.07117570108096855, 'beauty': 0.07117570108096855, 'business': 0.07117570108096855, 'other': 0.07117570108096855, 'politics': 0.07117570108096855}	missing	{'missing': 0.9999996649358719, 'promoting': 1.343530653128304e-07, 'non_english': 1.0059414730306316e-07, 'personal': 1.001169155403735e-07}	941921351090270210
n	{'n': 0.9999633023066397, 'y': 3.6697693360217336e-05}	n	{'n': 0.9941529134341386, 'y': 0.005847086565861351}	n	{'n': 0.9999999999781891, 'y': 2.1810948547808088e-11}	n	{'n': 0.9999998583839528, 'y': 1.4161604725756766e-07}	n	{'n': 0.9999999781755811, 'y': 2.1824418938265895e-08}	n	{'n': 0.9999999999178902, 'y': 8.210977372664403e-11}	n	{'n': 0.9999999999319543, 'y': 6.804573533444803e-11}	n	{'n': 0.9999999999813599, 'y': 1.8640062522009347e-11}	n	{'n': 0.9999999662106641, 'y': 3.37893359337075e-08}	n	{'n': 0.9999999999417467, 'y': 5.825319842846973e-11}	n	{'n': 0.9997178541687286, 'y': 0.00028214583127149454}	n	{'n': 0.9999999996490039, 'y': 3.5099606175974523e-10}	n	{'n': 0.9999999999993414, 'y': 6.586345299699077e-13}	n	{'n': 0.9999999999719847, 'y': 2.8015260320183916e-11}	n	{'n': 0.9999900430302628, 'y': 9.956969737057747e-06}	y	{'y': 0.9999986742646235, 'n': 1.3257353765182176e-06}	travel	{'travel': 0.999999826474282, 'arts': 1.3348132210345974e-08, 'family': 1.3348132210345974e-08, 'style': 1.3348132210345974e-08, 'games': 1.3348132210345974e-08, 'science and technology': 1.3348132210345974e-08, 'books': 1.3348132210345974e-08, 'gastronomy': 1.3348132210345974e-08, 'health': 1.3348132210345974e-08, 'sports': 1.3348132210345974e-08, 'beauty': 1.3348132210345974e-08, 'business': 1.3348132210345974e-08, 'other': 1.3348132210345974e-08, 'politics': 1.3348132210345974e-08}	promoting	{'promoting': 0.9999945076585086, 'personal': 3.984779084827261e-06, 'missing': 7.537812033315765e-07, 'non_english': 7.537812033315765e-07}	912279386103193601
n	{'n': 0.9976098567214168, 'y': 0.0023901432785831817}	y	{'y': 0.8765503972136824, 'n': 0.12344960278631752}	n	{'n': 0.999951135952225, 'y': 4.886404777507196e-05}	n	{'n': 0.9786622254256254, 'y': 0.021337774574374562}	n	{'n': 0.997242678475465, 'y': 0.0027573215245349043}	n	{'n': 0.998750717246567, 'y': 0.001249282753432922}	n	{'n': 0.9999949931492453, 'y': 5.006850754603509e-06}	n	{'n': 0.9988131223781268, 'y': 0.0011868776218733007}	n	{'n': 0.9994509327688436, 'y': 0.0005490672311564877}	n	{'n': 0.9999950206852747, 'y': 4.979314725330213e-06}	n	{'n': 0.9296102663875092, 'y': 0.07038973361249089}	n	{'n': 0.999994994961463, 'y': 5.005038536965389e-06}	n	{'n': 0.9999950211744809, 'y': 4.9788255190408156e-06}	n	{'n': 0.9979925269261218, 'y': 0.00200747307387815}	y	{'y': 0.8770185252280991, 'n': 0.12298147477190084}	n	{'n': 0.9833384332823079, 'y': 0.016661566717692117}	style	{'style': 0.7224633059107102, 'beauty': 0.1560659870995816, 'arts': 0.010122558915808993, 'family': 0.010122558915808993, 'travel': 0.010122558915808993, 'games': 0.010122558915808993, 'science and technology': 0.010122558915808993, 'books': 0.010122558915808993, 'gastronomy': 0.010122558915808993, 'health': 0.010122558915808993, 'sports': 0.010122558915808993, 'business': 0.010122558915808993, 'other': 0.010122558915808993, 'politics': 0.010122558915808993}	promoting	{'promoting': 0.7082085769867825, 'personal': 0.2298438724732584, 'missing': 0.030973775269979468, 'non_english': 0.030973775269979468}	819996925130739713
n	{'n': 0.9989668409885207, 'y': 0.0010331590114792287}	n	{'n': 0.9999989699654867, 'y': 1.0300345133534531e-06}	n	{'n': 0.99999997440127, 'y': 2.5598730078682528e-08}	n	{'n': 0.9983575241847561, 'y': 0.0016424758152438544}	n	{'n': 0.9994961289472359, 'y': 0.0005038710527640715}	n	{'n': 0.9999999746190378, 'y': 2.5380962187176012e-08}	n	{'n': 0.9999999752735544, 'y': 2.4726445501740796e-08}	n	{'n': 0.9991602527370612, 'y': 0.0008397472629388526}	n	{'n': 0.999975001692995, 'y': 2.49983070049137e-05}	n	{'n': 0.9999999639314426, 'y': 3.606855735595038e-08}	y	{'y': 0.8586572703280158, 'n': 0.1413427296719842}	n	{'n': 0.999999627141657, 'y': 3.728583429692707e-07}	n	{'n': 0.999999975305231, 'y': 2.469476902317525e-08}	n	{'n': 0.9973271331532445, 'y': 0.0026728668467555293}	n	{'n': 0.9997243997614077, 'y': 0.00027560023859221416}	n	{'n': 0.971175026472658, 'y': 0.02882497352734199}	business	{'business': 0.701832261013627, 'sports': 0.1507079207214724, 'other': 0.03763909956414211, 'arts': 0.009983701700068988, 'family': 0.009983701700068988, 'travel': 0.009983701700068988, 'style': 0.009983701700068988, 'games': 0.009983701700068988, 'science and technology': 0.009983701700068988, 'books': 0.009983701700068988, 'gastronomy': 0.009983701700068988, 'health': 0.009983701700068988, 'beauty': 0.009983701700068988, 'politics': 0.009983701700068988}	promoting	{'promoting': 0.9994945706790986, 'personal': 0.0001684764403004852, 'missing': 0.0001684764403004852, 'non_english': 0.0001684764403004852}	921902535853481984
n	{'n': 0.9999456996606251, 'y': 5.4300339374888074e-05}	n	{'n': 0.999984528224192, 'y': 1.5471775807925587e-05}	n	{'n': 0.999999820812171, 'y': 1.791878290295015e-07}	n	{'n': 0.9999950413006827, 'y': 4.958699317311709e-06}	n	{'n': 0.9999972786689677, 'y': 2.721331032215542e-06}	n	{'n': 0.9999975214595231, 'y': 2.478540476889705e-06}	n	{'n': 0.9999998250377788, 'y': 1.7496222116991866e-07}	n	{'n': 0.9999725097904351, 'y': 2.7490209564983686e-05}	n	{'n': 0.9999794150182667, 'y': 2.0584981733268018e-05}	n	{'n': 0.999999824575928, 'y': 1.7542407205077184e-07}	y	{'y': 0.7942849544937951, 'n': 0.2057150455062049}	n	{'n': 0.9999996405913528, 'y': 3.5940864726208526e-07}	n	{'n': 0.9999998243755812, 'y': 1.7562441878233315e-07}	n	{'n': 0.9999983343699592, 'y': 1.6656300408392857e-06}	n	{'n': 0.9999500835830281, 'y': 4.99164169719369e-05}	n	{'n': 0.9999721929856038, 'y': 2.7807014396166262e-05}	other	{'other': 0.9995459678857014, 'arts': 3.4925547253800315e-05, 'family': 3.4925547253800315e-05, 'travel': 3.4925547253800315e-05, 'style': 3.4925547253800315e-05, 'games': 3.4925547253800315e-05, 'science and technology': 3.4925547253800315e-05, 'books': 3.4925547253800315e-05, 'gastronomy': 3.4925547253800315e-05, 'health': 3.4925547253800315e-05, 'sports': 3.4925547253800315e-05, 'beauty': 3.4925547253800315e-05, 'business': 3.4925547253800315e-05, 'politics': 3.4925547253800315e-05}	promoting	{'promoting': 0.9973566164486148, 'personal': 0.002625891424684097, 'missing': 8.746063350477532e-06, 'non_english': 8.746063350477532e-06}	889137024489447425
n	{'n': 0.9999948156656073, 'y': 5.184334392707509e-06}	n	{'n': 0.9999489867940639, 'y': 5.101320593606e-05}	n	{'n': 0.9999999999357011, 'y': 6.429890800974163e-11}	n	{'n': 0.9999999477425234, 'y': 5.22574765460668e-08}	n	{'n': 0.9999659956832394, 'y': 3.4004316760614295e-05}	n	{'n': 0.9999999999453186, 'y': 5.4681323115530216e-11}	n	{'n': 0.9999999999452251, 'y': 5.477491575497657e-11}	n	{'n': 0.9999984663950549, 'y': 1.5336049451521107e-06}	n	{'n': 0.9999983235836758, 'y': 1.6764163241209473e-06}	n	{'n': 0.999999999028019, 'y': 9.719810430554816e-10}	n	{'n': 0.9820836139342657, 'y': 0.017916386065734285}	y	{'y': 0.9960224114748025, 'n': 0.003977588525197464}	n	{'n': 0.9999999999454275, 'y': 5.4572398402429255e-11}	n	{'n': 0.9999999792531034, 'y': 2.074689673362083e-08}	n	{'n': 0.9909916163352425, 'y': 0.009008383664757444}	n	{'n': 0.9993058476600353, 'y': 0.000694152339964747}	politics	{'politics': 0.9568953003914634, 'sports': 0.023407750389744738, 'other': 0.005027643743763211, 'arts': 0.0013335732250026806, 'family': 0.0013335732250026806, 'travel': 0.0013335732250026806, 'style': 0.0013335732250026806, 'games': 0.0013335732250026806, 'science and technology': 0.0013335732250026806, 'books': 0.0013335732250026806, 'gastronomy': 0.0013335732250026806, 'health': 0.0013335732250026806, 'beauty': 0.0013335732250026806, 'business': 0.0013335732250026806}	promoting	{'promoting': 0.9855347948598829, 'personal': 0.012369848467932567, 'missing': 0.0010476783360922868, 'non_english': 0.0010476783360922868}	882277777994633217
y	{'y': 0.6350945196851022, 'n': 0.3649054803148977}	n	{'n': 0.9976372215206502, 'y': 0.002362778479349749}	n	{'n': 0.9999912119622744, 'y': 8.78803772566657e-06}	n	{'n': 0.9998390393584375, 'y': 0.00016096064156251587}	n	{'n': 0.9999886118793957, 'y': 1.1388120604305724e-05}	n	{'n': 0.9999914198267833, 'y': 8.580173216691512e-06}	n	{'n': 0.9999914151572663, 'y': 8.584842733767598e-06}	n	{'n': 0.9998224867992004, 'y': 0.0001775132007996617}	n	{'n': 0.9998439771019237, 'y': 0.00015602289807621235}	n	{'n': 0.9999911993895545, 'y': 8.80061044548239e-06}	y	{'y': 0.6946665426262092, 'n': 0.3053334573737907}	n	{'n': 0.998693803626194, 'y': 0.0013061963738060323}	n	{'n': 0.9999253017098113, 'y': 7.469829018878332e-05}	n	{'n': 0.9999026209107496, 'y': 9.737908925053373e-05}	n	{'n': 0.9995555417870784, 'y': 0.000444458212921649}	n	{'n': 0.9970324273768784, 'y': 0.0029675726231216345}	arts	{'arts': 0.5499867887872123, 'other': 0.3280443375761718, 'family': 0.010164072803051299, 'travel': 0.010164072803051299, 'style': 0.010164072803051299, 'games': 0.010164072803051299, 'science and technology': 0.010164072803051299, 'books': 0.010164072803051299, 'gastronomy': 0.010164072803051299, 'health': 0.010164072803051299, 'sports': 0.010164072803051299, 'beauty': 0.010164072803051299, 'business': 0.010164072803051299, 'politics': 0.010164072803051299}	promoting	{'promoting': 0.9993289732725029, 'personal': 0.00026053873379384447, 'missing': 0.00020524399685170565, 'non_english': 0.00020524399685170565}	985518298249936896
n	{'n': 0.9999985390632912, 'y': 1.4609367089126636e-06}	n	{'n': 0.9995013655789363, 'y': 0.0004986344210636804}	n	{'n': 0.9999999999999992, 'y': 7.168586440157595e-16}	n	{'n': 0.9999999999999282, 'y': 7.18850289370769e-14}	n	{'n': 0.9999988546788368, 'y': 1.1453211631430324e-06}	n	{'n': 0.9999999999999992, 'y': 6.746388806457229e-16}	n	{'n': 0.9999999999996139, 'y': 3.86217813863234e-13}	n	{'n': 0.9999999924773748, 'y': 7.522625275369965e-09}	y	{'y': 0.9999946242988528, 'n': 5.3757011471250755e-06}	n	{'n': 0.9999999999996602, 'y': 3.398896489722683e-13}	n	{'n': 0.9813170975058245, 'y': 0.01868290249417551}	n	{'n': 0.9999999999999915, 'y': 8.50025562900654e-15}	n	{'n': 0.9999999999999933, 'y': 6.5802458126668425e-15}	n	{'n': 0.9999999999999906, 'y': 9.40050032433871e-15}	n	{'n': 0.9999939460665906, 'y': 6.053933409377051e-06}	y	{'y': 0.9862018330158145, 'n': 0.013798166984185359}	health	{'health': 0.9999671889618544, 'travel': 1.2254392463929568e-05, 'other': 7.63902212395437e-06, 'arts': 1.1743294143326617e-06, 'family': 1.1743294143326617e-06, 'style': 1.1743294143326617e-06, 'games': 1.1743294143326617e-06, 'science and technology': 1.1743294143326617e-06, 'books': 1.1743294143326617e-06, 'gastronomy': 1.1743294143326617e-06, 'sports': 1.1743294143326617e-06, 'beauty': 1.1743294143326617e-06, 'business': 1.1743294143326617e-06, 'politics': 1.1743294143326617e-06}	promoting	{'promoting': 0.9999995235860689, 'personal': 3.527174986024161e-07, 'missing': 6.184821618352111e-08, 'non_english': 6.184821618352111e-08}	894472096377704449
